ID,isocountrycode,rd2015,rd2014,rd2013,rd2012,rd2011,ns2015,ns2014,ns2013,ns2012,ns2011,emp2015,emp2014,emp2013,emp2012,emp2011,pubs.2011,pubs.2012,pubs.2013,pubs.2014,pubs.2015
ID0251,JP,19.06085156,15.81810089,30.795356,28.390372,32.470692,NA,NA,7.0085,22.568712,42.858972,NA,NA,76,85,87,6,9,4,10,5
ID0252,JP,33.56074164,34.32172832,30.581349,22.381051,5.394341,988.182736,874.7151509,713.555627,646.787997,185.917517,1142,1138,926,880,824,1,0,0,0,0
ID0253,US,74.28980065,22.71990198,30.492351,59.92749,40.907839,3.14118088,0.995577126,0.580088,0.580088,0.483649,28,27,43,83,66,3,12,10,4,6
ID0254,US,98.76012262,48.79996898,30.382134,23.638605,14.78573,291.4946338,187.9487659,116.017696,72.438549,55.301285,1509,1061,646,698,502,1,4,6,11,6
ID0255,US,55.79221807,33.64514952,30.150824,23.103474,21.334204,NA,0.887536111,0.263215,13.350011,15.542021,185,97,92,112,96,20,21,12,13,12
ID0256,NZ,40.61336126,35.67640991,30.002039,25.763952,23.544398,486.7870075,383.0175118,338.167926,301.6797,277.578629,3587,3151,3012,2758,2592,10,3,2,3,8
ID0257,JP,32.03900881,31.03692476,29.934052,28.742749,27.647853,277.1687564,272.0189823,260.46137,236.284131,213.243106,2624,2666,3144,3153,3058,1,2,2,2,1
ID0258,CN,23.50944895,29.63025175,29.816109,26.528015,31.259224,1863.490255,1936.156459,2122.127158,2069.207418,2035.141575,17866,18573,19188,6397,16336,3,1,3,6,4
ID0259,FR,19.628,26.292,29.675,23.694,25.6,NA,250.549,244.52,239.845,234.969,NA,1040,1024,1057,988,66,72,53,63,57
ID0260,US,NA,NA,29.371474,16.72543,11.060649,NA,NA,54.648598,29.928991,7.610688,NA,NA,267,225,188,3,5,5,10,24
ID0261,US,22.95556501,5.309262984,28.920311,20.364006,24.06062,20.78023201,34.03671162,22.22319,5.481111,2.900442,100,92,85,70,79,8,7,8,5,7
ID0262,US,60.1066288,53.33046212,28.728157,28.592561,21.541586,2.936700063,7.999424587,8.158219,7.043724,15.67254,234,197,151,167,150,12,8,15,3,8
ID0263,US,NA,NA,28.556332,35.002284,12.910857,NA,NA,37.98096,36.141245,35.505932,NA,NA,286,287,240,2,2,1,8,11
ID0264,JP,28.7407747,27.71768818,28.536165,28.873586,26.608046,297.5641019,295.4740005,272.009427,282.076964,279.832082,872,862,886,897,888,6,7,14,10,6
ID0265,CH,21.71671666,32.51405457,28.388709,26.99705,26.927914,274.0389417,249.402116,224.696431,198.919422,202.195636,1116,1050,999,1015,1026,1,0,1,0,0
ID0266,GB,26.10399679,39.88110412,28.279313,24.667537,22.636503,1044.159883,1079.690247,989.775966,803.945347,665.669656,7189,7139,7067,6649,6165,0,0,1,1,3
ID0267,US,NA,69.4170495,28.238707,10.354579,2.58937,NA,4.27815446,3.365238,6.270031,6.694221,NA,68,41,36,NA,2,6,6,5,3
ID0268,DE,31.911,28.177,28.177,27.5,24.838,629.141,502.677,502.677,520.239,477.76,2969,2798,2650,2585,2575,1,2,0,0,0
ID0269,US,NA,NA,28.163296,35.593504,69.041406,NA,NA,2.631426,41.954899,70.797623,NA,NA,40,41,142,18,16,18,10,4
ID0270,SE,23.36593225,26.52659893,28.106813,16.141664,15.351512,2217.84459,1732.920605,1480.292161,1466.408073,1451.169439,4617,5202,3066,2869,2591,17,17,15,11,30
ID0271,DE,73.151,48.077693,27.829721,20.256345,35.745141,106.223,63.978,77.96,51.917,82.077,365,329,299,421,446,8,10,4,4,16
ID0272,US,24.72628613,27.04663986,27.481692,24.073672,21.100718,1015.01042,1030.672745,992.241342,918.280061,864.549366,7100,7000,6900,6700,6300,0,0,0,2,2
ID0273,US,34.59287159,27.91822301,27.476616,20.829527,19.028352,351.3590756,319.7014307,275.966217,227.704306,178.040031,1451,1236,1134,1089,773,3,1,2,5,1
ID0274,CN,47.94782484,39.22830921,27.373124,25.211415,8.851425,1177.949672,826.4885866,706.593779,617.620274,422.00903,12344,8934,7800,7225,6491,0,1,1,9,11
ID0275,KY,43.9700077,43.89169235,27.31558,20.028827,20.729056,272.5286299,257.6203295,111.537795,110.620475,99.794079,2926,2903,1896,1714,1204,2,0,3,6,3
ID0276,KY,NA,NA,27.177031,23.61291,14.940553,NA,NA,247.506009,242.465621,254.413476,NA,NA,4046,4334,4046,8,5,13,15,9
ID0277,US,NA,NA,27.058952,37.484389,21.849441,NA,NA,NA,NA,NA,NA,NA,69,39,17,1,1,3,4,9
ID0278,JP,20.19630197,29.40599477,27.029457,11.356423,7.700254,1.395290768,7.63370643,0.643021,0.745253,6.88614,110,96,91,89,75,0,0,0,0,0
ID0279,BE,26.747,22.912,26.913,28.398,32.462,270.357,220.577,245.059,221.106,106.091,1200,1100,1000,1260,2057,38,28,34,30,37
ID0280,US,27.56944686,83.14920128,26.61881,39.291568,38.65057,205.7161743,155.2904921,106.797914,73.996811,71.848309,428,390,304,288,337,55,69,77,95,114
ID0281,SE,18.3230676,21.93772331,26.589497,23.852187,21.38872,72.61928459,64.37678141,48.465063,36.829859,22.532182,90,108,106,111,110,1,4,3,0,4
ID0282,US,35.08014686,34.76617057,26.319339,23.146981,17.198173,9.795525097,0.390834789,1.160177,4.366616,3.2804,162,103,75,71,70,6,6,3,3,3
ID0283,SE,32.02837169,28.51880269,25.910757,24.08799,6.989002,74.26178503,199.4562038,50.360411,62.650651,78.853269,134,117,153,164,170,16,13,10,10,8
ID0284,GB,55.88444002,46.0616707,25.196961,19.695686,14.273223,12.8964089,NA,0.469286,NA,NA,204,49,20,16,11,3,5,8,6,8
ID0285,GB,33.86740359,33.86740075,25.129227,20.978976,14.026007,NA,0.183892882,NA,0.177923,0.10747,243,199,147,127,95,1,8,7,2,6
ID0286,CN,34.77476478,28.29202477,24.824795,20.269802,16.876668,703.3103411,627.1331888,548.171188,438.354793,377.928358,9861,9847,9304,8935,7875,3,5,2,4,3
ID0287,US,NA,34.68930918,24.634907,17.037924,2.016533,NA,NA,NA,14.275252,9.415561,NA,106,64,46,NA,1,4,3,7,6
ID0288,IT,25.609,24.043,24.629,24.9,21.014,499.181,443.77,434.849,433.763,440.003,1655,1620,1603,1558,1513,6,15,7,3,4
ID0289,GB,30.19144957,24.48962451,24.489631,21.27743,16.831686,NA,201.6866873,201.686738,164.188034,151.1949,649,561,433,369,306,0,0,0,0,0
ID0290,US,55.56308263,46.83926894,24.381119,24.074397,25.30636,11.68588956,43.56249228,25.145385,NA,NA,149,125,106,111,95,1,2,2,4,15
ID0291,US,47.88908548,34.31455325,24.281582,12.231947,12.233939,19.80174539,11.03323749,5.665267,NA,NA,93,55,38,25,14,12,3,5,5,8
ID0292,SE,19.88926217,15.09295776,24.265887,30.149693,35.963175,1.837104169,1.173830483,13.090551,25.725974,26.480569,50,58,61,76,80,0,1,0,0,0
ID0293,BE,13.567,13.322,24.263,19.502,19.306,11.198,13.776,112.781,75.105,2.476,109,136,146,110,100,3,11,6,5,2
ID0294,CN,42.20452432,26.84534085,24.205247,22.130226,19.114477,329.2043454,299.1848942,260.299177,221.831505,179.519882,5661,5214,3791,5127,2876,2,6,8,19,20
ID0295,US,17.01690602,30.37054823,24.088899,15.953158,12.736568,NA,NA,NA,NA,0.105141,53,49,43,42,32,1,3,6,8,8
ID0296,US,57.6514025,34.17157964,24.084549,4.925078,10.076004,37.34684353,29.91735418,NA,NA,NA,116,72,38,NA,NA,0,0,0,0,1
ID0297,US,44.36446833,39.76001004,23.769125,11.002828,5.482561,NA,NA,NA,NA,0.468421,148,59,47,32,19,0,1,5,0,2
ID0298,US,28.8666698,26.56226531,23.700965,21.623523,24.198391,393.1182197,369.5810897,325.610189,285.902407,260.640279,3754,3105,2888,2760,2400,5,5,3,5,5
ID0299,US,NA,19.26837433,23.66761,17.126387,13.423247,NA,NA,0.031905,4.421724,14.687115,NA,35,32,22,NA,3,4,6,9,2
ID0300,US,32.9845753,24.33762523,23.647307,23.054166,22.65463,1071.049176,979.1992922,900.9985,835.554368,811.868631,7000,4100,NA,3500,NA,6,4,8,5,10
ID0301,US,28.99107419,28.99107265,23.495389,19.810681,17.421461,2.344465596,4.09911788,6.556167,3.597999,23.735647,131,123,120,119,NA,27,44,33,33,35
ID0302,US,24.00335079,29.45473327,23.484157,14.52469,15.961134,9.919518985,7.849326245,5.075774,NA,3.625553,184,155,41,25,29,3,6,1,7,4
ID0303,US,NA,NA,23.434124,28.197376,16.149663,NA,NA,NA,NA,5.848742,NA,NA,32,88,90,25,20,27,14,6
ID0304,US,25.99595566,27.03648758,23.355087,25.593504,27.850048,588.1469834,552.8354874,496.826204,449.753474,391.926629,1600,1500,1358,1173,1093,3,7,2,9,8
ID0305,US,NA,NA,23.33986,22.791676,25.576826,NA,NA,5.765354,15.679792,31.553188,NA,NA,92,88,112,9,11,9,2,4
ID0306,US,22.04337535,23.04982746,23.256472,25.57175,22.211588,272.5438572,258.0191403,249.519258,211.935326,168.874633,1067,948,943,1028,835,0,1,1,3,4
ID0307,US,19.02763853,NA,23.227468,16.5521,NA,6.291063626,32.17825189,5.70082,10.186354,61.486478,66,57,69,76,105,8,12,12,4,0
ID0308,US,24.01132638,26.76602145,22.975854,20.097165,17.92836,142.2153009,132.416141,127.19165,112.92945,115.004716,624,610,572,514,488,10,10,12,1,2
ID0309,JP,25.28416981,28.56471359,22.861986,22.951506,22.421273,NA,435.7978092,439.67317,410.675633,386.388217,NA,644,645,638,623,6,1,1,6,6
ID0310,CN,28.45602731,27.17709838,22.797623,17.303224,10.854286,922.3229863,849.8267154,908.959326,811.57345,645.889534,12285,12483,12541,12395,13232,0,0,0,3,3
ID0311,CN,21.06228774,25.17267011,22.575531,23.622891,17.50868,531.5464731,569.8460574,580.522403,620.087057,567.618966,6256,5921,5538,5325,4666,5,4,5,1,5
ID0312,US,29.62296084,29.62295905,22.438547,21.214561,20.239287,NA,327.9285395,259.417743,225.201224,228.09079,1560,1356,1021,854,847,3,12,5,3,1
ID0313,US,54.73935706,29.45763316,22.426946,NA,NA,14.33471994,NA,2.116598,38.532377,56.132987,120,94,81,78,71,4,7,3,3,2
ID0314,NL,28.85434288,24.139,22.387,16.332391,14.385469,301.2553538,284.121431,225.479666,210.33804,201.863357,2295,1109,1083,926,802,4,1,2,3,4
ID0315,CN,32.01481355,27.84215562,22.143242,NA,NA,995.4511356,854.1326637,720.809744,680.515512,556.137257,9032,8534,7937,9611,10200,0,0,0,0,1
ID0316,KR,10.77998096,23.99295585,22.054244,76.440619,73.434053,NA,433.3864563,392.21523,333.098425,725.316062,NA,NA,NA,NA,NA,0,0,0,0,2
ID0317,KR,26.81709764,24.95019909,22.004123,16.9969,19.704027,775.8265187,699.253953,648.304874,533.463738,466.664365,NA,NA,NA,NA,NA,1,3,0,0,0
ID0318,IL,18.32355553,17.85150732,21.750417,21.706911,20.037706,201.4713746,185.4471327,186.291789,191.155106,165.557977,784,659,621,651,605,8,2,3,2,2
ID0319,US,32.52993104,27.5433403,21.599594,18.246683,17.178216,173.94471,114.8380015,35.201219,NA,NA,318,295,217,98,33,0,0,0,1,0
ID0320,US,26.87624059,17.91169121,21.591618,21.069539,21.266044,182.3792011,152.6075818,166.544127,148.156773,85.82119,1460,1361,1262,NA,NA,0,1,0,0,1
ID0321,US,NA,NA,21.519107,23.250671,17.610036,NA,NA,58.793417,1.458923,NA,NA,NA,98,121,38,14,19,17,7,4
ID0322,US,NA,43.04041201,21.269669,30.148648,25.952433,NA,14.99964586,12.492205,7.787688,14.724096,NA,100,79,85,80,24,16,16,20,16
ID0323,KY,17.12584684,17.84571406,21.089135,15.147689,13.602919,459.28832,463.3007367,464.883172,425.052359,328.402841,1745,1675,1619,1278,1157,1,0,3,0,3
ID0324,US,20.8766717,21.07897602,21.078965,15.454282,13.649482,NA,282.2857039,252.184765,244.162141,241.527814,NA,NA,1050,1050,819,6,7,3,6,10
ID0325,US,42.22974114,31.35234863,21.016606,6.463636,14.968458,68.33446342,50.39303782,12.234066,NA,NA,158,123,72,42,38,0,5,1,2,2
ID0326,US,59.95290505,25.38831099,20.994852,11.551737,6.827641,42.86783901,47.39180343,18.525126,18.204627,15.83424,208,128,96,NA,NA,7,22,23,29,28
ID0327,US,17.18585626,20.06019531,20.94917,21.162353,16.36067,2.219564655,4.157786676,5.76898,2.722065,3.625553,38,39,32,25,31,6,3,1,6,14
ID0328,CH,NA,20.743,20.743,19.611,14.803,NA,262.442,262.442,257.1,134.94,NA,NA,836,870,443,1,2,0,0,1
ID0329,CA,NA,NA,20.614894,14.034516,10.78747,NA,NA,11.710536,0.272642,4.451454,NA,NA,NA,NA,NA,8,3,4,2,5
ID0330,US,36.06412238,25.82265217,20.564137,18.227105,17.856574,238.9552644,167.0010345,133.161485,114.657388,91.635852,747,589,511,467,397,4,2,2,4,6
ID0331,US,70.69397472,43.43269763,20.350229,9.760714,6.142412,0.181277947,0.166050423,0.280618,0.45972,0.110217,105,71,31,NA,NA,9,27,29,63,63
ID0332,US,24.0577337,29.90792731,20.274817,20.656951,27.013995,34.99168276,9.867310277,12.566892,19.065333,14.243347,70,50,40,40,75,9,10,7,8,3
ID0333,KR,28.08836,18.87215691,20.243646,19.057016,7.629813,685.1554497,614.3538876,579.397986,565.190182,202.170301,NA,NA,NA,NA,NA,4,1,5,4,2
ID0334,US,34.46380247,24.21145589,20.180553,23.716917,16.485389,0.217533221,0.277717632,0.447393,0.519904,0.403887,103,83,62,NA,NA,3,3,3,1,2
ID0335,US,80.44164232,33.33117612,20.179103,9.166123,3.420347,NA,NA,NA,NA,NA,249,107,59,NA,NA,0,4,5,3,6
ID0336,US,42.92657325,32.09529744,20.102241,17.370749,25.551447,32.40231131,19.4191972,16.243202,15.722573,11.04561,284,215,184,187,174,5,6,6,6,14
ID0337,BM,21.31536399,21.31536262,19.975347,19.935466,14.483359,NA,223.6162493,234.803864,243.772757,211.834535,NA,NA,NA,NA,NA,8,1,3,2,6
ID0338,US,18.16620673,19.52796363,19.947793,19.084186,14.872743,256.6095428,258.8457662,257.019077,248.006677,160.820104,1300,1300,1300,1330,1400,4,0,3,2,1
ID0339,US,24.06135954,24.51962774,19.926764,21.136974,NA,NA,NA,4.39417,3.929374,22.966428,58,58,60,61,64,12,16,19,22,8
ID0340,HK,30.34770163,28.73141019,19.869535,7.290758,9.436304,1065.541047,1024.515784,930.444274,387.777177,690.13215,10023,10565,10390,13019,10205,10,10,8,11,16
ID0341,US,17.40266479,17.40266312,19.505475,17.257632,15.227323,NA,1689.707262,1643.348602,1447.296099,1173.398623,18600,18660,15560,14700,12695,65,62,90,93,85
ID0342,US,26.81605618,22.97659139,19.483722,20.249439,17.013995,395.0064093,343.9716205,315.030825,279.88834,240.358211,1200,900,850,810,672,4,11,7,3,15
ID0343,NL,19.13495497,18.12342339,19.40976,20.721486,16.576753,287.4985474,291.6954694,290.431448,324.545726,419.830335,927,922,889,892,1496,0,0,0,2,2
ID0344,US,19.89124601,16.97629797,19.298093,14.889421,11.24429,0.715684439,2.055689751,0.281343,0.141397,0.422014,58,110,126,107,73,4,4,2,2,2
ID0345,US,17.88993927,39.82744544,19.24589527,3.847438587,8.601266145,NA,NA,NA,NA,NA,19,4,28,31,NA,11,2,2,2,0
ID0346,CN,25.87323257,20.50180977,19.113013,14.880325,12.108125,2564.868639,2236.940844,1974.196474,1719.66156,1312.936245,5405,6263,5338,3696,3604,0,1,2,2,1
ID0347,US,90.9368991,56.97118392,19.084824,9.960452,6.976307,2.017258712,1.262867801,1.175861,1.7737,1.308919,405,136,50,25,NA,17,9,11,17,31
ID0348,US,NA,17.77972119,19.064608,18.061055,9.878907,NA,3.782903968,21.392213,1.735915,0.777319,NA,50,27,25,21,0,2,5,8,6
ID0349,CH,18.94234539,17.30586515,18.80326,18.806513,20.73743,390.8773197,256.4378271,304.96125,299.116444,266.859394,2238,1374,917,832,715,1,0,1,0,1
ID0350,US,29.34161815,25.70373434,18.802118,15.743601,7.166268,NA,NA,NA,NA,NA,22,47,30,24,21,0,8,16,20,18
ID0351,US,19.89414637,20.14285825,18.730332,20.45827,20.775144,521.4766493,536.6220052,553.044753,556.261344,525.761017,3400,3500,3600,3600,3400,2,3,3,4,5
ID0352,US,20.98978885,7.424411566,18.62229,13.422522,6.223624,0.62577095,NA,NA,NA,NA,34,16,14,16,NA,0,1,1,1,0
ID0353,US,53.5189952,43.856162,18.546154,10.069611,11.052136,0.044231655,0.087013672,0.830252,3.558118,1.498804,160,97,48,26,24,5,4,9,6,3
ID0354,CN,32.40608282,26.75681297,18.506931,11.088284,10.056655,411.363704,303.6924883,268.063008,234.198571,210.125932,4546,4281,3855,3891,3584,0,3,0,0,0
ID0355,US,NA,NA,18.443188,14.395621,11.643101,NA,NA,21.667755,14.571097,3.985208,NA,NA,41,44,NA,1,0,4,2,5
ID0356,KR,NA,NA,18.428941,22.284091,20.11931,NA,NA,385.171257,399.066414,391.042824,NA,NA,NA,NA,NA,0,0,0,0,0
ID0357,BM,20.25222679,21.66544123,18.150536,15.96616,14.445295,304.5609816,374.7974395,235.214233,253.8015634,210.8403439,3410,3359,3289,3289,NA,13,11,9,15,9
ID0358,US,69.35106916,32.90481097,17.882678,21.83018,21.83163,7.803644918,2.929448264,3.168733,24.450729,8.774563,131,76,52,46,NA,8,9,9,12,12
ID0359,US,43.26157416,9.98550412,17.866725,36.493366,47.211951,125.8829,52.15723651,17.228628,10.097165,5.924879,734,558,208,NA,NA,20,19,16,5,8
ID0360,US,NA,16.78559402,17.797115,17.73548,19.981148,NA,921.009136,980.609843,1055.370196,1088.854353,NA,5200,5400,6200,6200,1,0,6,1,1
ID0361,US,NA,33.0781129,17.771011,5.067798,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,0,2,0,16,14
ID0362,NL,11.39,11.39,17.494,10.521,22.224,299.805,284.223,262.656,249.862,249.956,1243,1236,1233,1211,1239,7,4,5,24,10
ID0363,CN,26.38258937,22.21334288,17.464764,5.169621,6.001204,764.7035596,640.107952,535.99828,459.723715,367.832253,5913,5544,5058,5587,5308,0,0,0,4,3
ID0364,KR,23.26942175,47.07288228,17.441089,20.687875,13.159979,414.7520594,323.7180295,155.41569,240.601646,191.715076,NA,NA,NA,NA,NA,0,4,12,14,13
ID0365,US,14.55007069,15.69864623,17.196723,NA,19.1741,NA,NA,8.348198,24.961207,2.152128,NA,NA,260,266,235,4,8,5,7,10
ID0366,US,24.5914155,20.78820839,17.064753,27.544776,12.925096,28.59620385,1.303749936,3.004858,3.004858,3.018635,677,236,102,87,61,0,4,2,3,3
ID0367,FR,3.922,6.902,17.019,12.641,6.241,NA,21.627,7.706,11.301,9.928,NA,NA,203,205,137,12,23,32,40,33
ID0368,KR,20.42806696,17.69631376,16.834236,19.392681,17.558476,275.8656212,247.0540521,224.856237,214.410566,211.61463,1062,1044,1045,1015,1041,3,0,1,0,3
ID0369,US,NA,NA,16.818198,12.190374,10.555171,NA,NA,0.819832,0.057095,0.43342,NA,NA,65,56,41,0,7,1,7,4
ID0370,US,NA,NA,16.789936,37.247481,50.044233,NA,NA,0.930317,1.964325,1.76782,NA,NA,46,105,178,19,13,11,8,7
ID0371,IT,23.083,19.216,16.661,8.341,6.296,NA,56.368,56.368,59.537,33.509,NA,162,160,148,136,6,4,1,5,2
ID0372,US,17.48677756,19.65558292,16.613734,9.675151,6.29541,NA,NA,NA,NA,NA,26,28,25,21,13,3,1,7,5,2
ID0373,CH,NA,NA,16.57872,8.815197,11.02835,NA,NA,0.81336,0.894696,1.277789,NA,NA,29,21,NA,11,11,5,4,4
ID0374,IN,50.96041495,70.45726168,16.568234,48.213291,34.163269,NA,772.6160555,700.995957,586.96778,471.010059,12000,11000,11000,NA,7500,11,10,7,11,12
ID0375,CN,25.85488961,19.93868503,16.561512,13.195528,9.764235417,373.1898634,342.8344624,292.220725,193.299882,228.97163,4690,4634,4477,4347,3847,1,1,1,2,5
ID0376,FR,18.247,21.9,16.306,15.979,16.661,342.612,315.298,299.727,298.293,284.137,2036,2004,1847,1812,1744,6,11,7,6,7
ID0377,DE,16.649,14.818,16.294,16.01,14.306,NA,211.52,204.632,199.741,204.566,974,963,947,968,951,0,1,0,0,0
ID0378,US,94.34129582,16.60504146,16.102531,22.681459,17.105359,99.97758333,37.63978567,30.511204,50.453195,61.732291,177,156,198,265,250,33,30,28,29,22
ID0379,IL,NA,NA,16.088754,13.412371,11.983178,NA,NA,192.412448,180.255243,179.089266,NA,NA,1061,954,903,0,2,0,1,0
ID0380,IE,17.96606682,17.84787399,16.011167,11.717062,7.276485,NA,NA,66.141688,59.828875,56.520921,NA,NA,496,385,357,6,10,9,7,15
ID0381,US,27.17136038,23.07520642,15.99594,9.815097,6.335291,28.57735073,22.18404499,19.870931,14.842289,3.632079,233,195,153,130,82,1,1,1,1,0
ID0382,TW,19.18235635,15.26837768,15.92852,14.994206,5.167136,10.55660924,8.60923747,8.942625,8.561687,NA,NA,NA,195,NA,NA,0,0,0,0,0
ID0383,KR,18.72724066,15.10068042,15.925003,15.055246,12.232471,NA,NA,271.542784,249.24804,239.414518,NA,NA,NA,NA,NA,7,5,3,4,6
ID0384,KR,NA,NA,15.89288,12.920004,15.303175,NA,NA,225.307983,216.17809,228.827808,NA,NA,NA,NA,NA,0,2,2,2,3
ID0385,US,28.83984109,28.62665651,15.797985,3.695889,3.998985,NA,NA,NA,NA,NA,78,96,70,64,NA,0,0,0,0,4
ID0386,IT,31.921,22.574,15.794,11.209,9.37,570.303,466.299,404.273,378.029,277.334,2155,1876,1586,1475,1363,1,5,13,2,4
ID0387,US,31.33059718,20.23059646,15.782032,17.662969,15.853093,235.0991238,209.3540421,179.163227,153.265902,110.401714,647,519,478,538,576,0,0,0,0,1
ID0388,NL,49.28,37.632,15.747,9.683,14.909,9.425,4.685,2.943,NA,NA,198,162,87,67,85,0,9,13,17,8
ID0389,US,21.98029057,15.8356998,15.723298,35.689219,61.838157,2.309478934,NA,NA,NA,NA,25,20,25,23,38,2,2,5,3,2
ID0390,US,NA,21.06374848,15.676891,11.711261,8.979045,NA,125.1483544,0.792546,1.223262,1.357407,NA,130,104,94,77,4,8,8,16,6
ID0391,US,23.81699682,19.22311602,15.610586,9.680493,6.774869,5.101881018,3.801902087,3.215387,2.839047,3.215256,136,120,109,76,63,0,6,8,5,7